season,team,jersey,full_name,roster_name,first_name,last_name,yr,pos,gp,gs,g,gs_2,goals,assists,points,shots,shot_pct,sog,sog_pct,gwg,man_up_g,man_down_g,gb,to,ct,fo_won,f_os_taken,fo_pct,pen,pen_time,ggp,ggs,g_min,goals_allowed,gaa,saves,save_pct,rc,yc,clears,att,clear_pct,otg,ncaa_id
2020,Colgate Raiders,51,Thor Adamec,"Adamec, Thor",Thor,Adamec,So,DM,6,NA,6,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,14,3,6,NA,3,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2130257
2020,Colgate Raiders,33,Brian Minicus,"Minicus, Brian",Brian,Minicus,So,ATT,6,6,6,6,7,12,19,24,0.292,16,0.667,NA,1,NA,6,9,NA,NA,0,NA,1,60,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2130255
2020,Colgate Raiders,36,Sean Nelson,"Nelson, Sean",Sean,Nelson,Jr,D,6,6,6,6,NA,NA,0,1,NA,NA,NA,NA,NA,NA,9,3,6,NA,0,NA,3,150,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985146
2020,Colgate Raiders,5,Mike Hawkins,"Hawkins, Mike",Mike,Hawkins,Jr,ATT,6,5,6,5,12,5,17,32,0.375,22,0.688,NA,2,NA,1,5,NA,NA,0,NA,1,60,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985123
2020,Colgate Raiders,3,James Caddigan,"Caddigan, James",James,Caddigan,Jr,ATT,6,6,6,6,7,5,12,22,0.318,17,0.773,NA,1,NA,7,5,2,NA,0,NA,1,60,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985120
2020,Colgate Raiders,44,John Donohue,"Donohue, John",John,Donohue,Sr,D,6,6,6,6,NA,NA,0,1,NA,NA,NA,NA,NA,NA,11,4,1,NA,0,NA,1,30,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1880093
2020,Colgate Raiders,35,Malcolm Feeney,"Feeney, Malcolm",Malcolm,Feeney,Sr,FO,6,NA,6,NA,1,NA,1,1,1,1,1,NA,NA,NA,39,5,1,98,182,0.538,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1880087
2020,Colgate Raiders,10,Cooper Belanger,"Belanger, Cooper",Cooper,Belanger,Sr,ATT,6,3,6,3,6,3,9,22,0.273,13,0.591,NA,4,NA,12,8,1,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1880085
2020,Colgate Raiders,13,Nicky Petkevich,"Petkevich, Nicky",Nicky,Petkevich,Sr,ATT,6,6,6,6,9,9,18,45,0.2,19,0.422,NA,3,NA,8,11,NA,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1880080
2020,Colgate Raiders,12,Parker Baddley,"Baddley, Parker",Parker,Baddley,Sr,DM,6,NA,6,NA,1,1,2,7,0.143,2,0.286,NA,NA,NA,9,7,7,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1880079
2020,Colgate Raiders,11,Griffin Brown,"Brown, Griffin",Griffin,Brown,Sr,M,6,6,6,6,21,5,26,67,0.313,43,0.642,NA,3,NA,11,18,2,NA,0,NA,1,60,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1880078
2020,Colgate Raiders,8,Connor Brook,"Brook, Connor",Connor,Brook,Fr,M,6,NA,6,NA,1,NA,1,8,0.125,1,0.125,NA,NA,NA,4,2,2,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2320769
2020,Colgate Raiders,49,Sean Collins,"Collins, Sean",Sean,Collins,So,GK,6,6,6,6,NA,1,1,NA,NA,NA,NA,NA,NA,NA,14,3,NA,NA,0,NA,NA,NA,6,6,360:00,110,18.333,82,0.427,NA,NA,NA,NA,NA,NA,2130296
2020,Colgate Raiders,46,Jack Cain,"Cain, Jack",Jack,Cain,Fr,D,5,1,5,1,NA,NA,0,1,NA,NA,NA,NA,NA,NA,5,NA,2,NA,0,NA,2,120,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2320770
2020,Colgate Raiders,32,Aidan Toomey,"Toomey, Aidan",Aidan,Toomey,So,D,5,NA,5,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,10,3,1,NA,0,NA,2,120,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2130292
2020,Colgate Raiders,22,Ryan Decker,"Decker, Ryan",Ryan,Decker,So,M,5,1,5,1,2,2,4,11,0.182,9,0.818,NA,NA,NA,11,4,2,NA,0,NA,1,60,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2130291
2020,Colgate Raiders,25,Nick Salameda,"Salameda, Nick",Nick,Salameda,Jr,DM,5,NA,5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985139
2020,Colgate Raiders,39,Will Sidari,"Sidari, Will",Will,Sidari,So,D,5,5,5,5,1,NA,1,1,1,1,1,NA,NA,NA,11,1,1,NA,0,NA,9,480,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2130294
2020,Colgate Raiders,50,Brendan Jordan,"Jordan, Brendan",Brendan,Jordan,So,M,4,NA,4,NA,NA,NA,0,1,NA,1,1,NA,NA,NA,4,3,NA,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2130256
2020,Colgate Raiders,19,Allessio Giovannetti,"Giovannetti, Allessio",Allessio,Giovannetti,Jr,M,3,NA,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,6,0.167,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985133
2020,Colgate Raiders,23,Thomas Colucci,"Colucci, Thomas",Thomas,Colucci,Fr,FO,3,NA,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,0.333,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2320781
2020,Colgate Raiders,9,Jesse Rosenblatt,"Rosenblatt, Jesse",Jesse,Rosenblatt,Sr,ATT,3,NA,3,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1,2,1,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1880090
2020,Colgate Raiders,41,Charlie Messineo,"Messineo, Charlie",Charlie,Messineo,Jr,D,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985137
2020,Cornell Big Red,22,Chayse Ierlan,"Ierlan, Chayse",Chayse,Ierlan,So,GK,5,5,5,5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,7,1,NA,NA,0,NA,NA,NA,5,5,286:07,61,12.792,41,0.402,NA,NA,NA,NA,NA,NA,2118468
2020,Cornell Big Red,11,Billy Coyle,"Coyle, Billy",Billy,Coyle,So,ATT,5,NA,5,NA,6,2,8,14,0.429,8,0.571,NA,1,NA,6,8,NA,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2118467
2020,Cornell Big Red,77,Gavin Adler,"Adler, Gavin",Gavin,Adler,So,DM,5,5,5,5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,9,3,4,NA,0,NA,2,90,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2118459
2020,Cornell Big Red,46,Joseph Bartolotto III,"Bartolotto III, Joseph",Joseph,Bartolotto III,Jr,DM,5,NA,5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,12,3,6,NA,0,NA,6,300,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976560
2020,Cornell Big Red,19,Dom Doria,"Doria, Dom",Dom,Doria,Jr,D,5,5,5,5,NA,1,1,NA,NA,NA,NA,NA,NA,NA,8,1,4,NA,0,NA,2,180,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976555
2020,Cornell Big Red,17,Harrison Bardwell,"Bardwell, Harrison",Harrison,Bardwell,Jr,M,5,NA,5,NA,NA,NA,0,3,NA,1,0.333,NA,NA,NA,11,NA,1,NA,0,NA,1,60,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976552
2020,Cornell Big Red,13,Matt Licciardi,"Licciardi, Matt",Matt,Licciardi,Jr,M,5,NA,5,NA,1,3,4,7,0.143,5,0.714,NA,NA,NA,4,2,1,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976548
2020,Cornell Big Red,3,Jonathan Donville,"Donville, Jonathan",Jonathan,Donville,Jr,M,5,5,5,5,13,7,20,28,0.464,18,0.643,1,1,NA,5,5,NA,NA,0,NA,2,120,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976534
2020,Cornell Big Red,41,John Piatelli,"Piatelli, John",John,Piatelli,Jr,ATT,5,5,5,5,20,3,23,41,0.488,32,0.78,NA,1,NA,10,6,2,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976516
2020,Cornell Big Red,33,Griffin Buczek,"Buczek, Griffin",Griffin,Buczek,Sr,M,5,NA,5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,0,NA,2,90,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1896532
2020,Cornell Big Red,42,Cooper Telesco,"Telesco, Cooper",Cooper,Telesco,Sr,M,5,5,5,5,9,5,14,28,0.321,16,0.571,1,NA,NA,5,5,NA,NA,0,NA,1,30,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1892295
2020,Cornell Big Red,51,Jeff Teat,"Teat, Jeff",Jeff,Teat,Sr,ATT,5,5,5,5,12,15,27,38,0.316,24,0.632,NA,3,NA,19,6,3,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1889357
2020,Cornell Big Red,48,Brandon Salvatore,"Salvatore, Brandon",Brandon,Salvatore,Sr,DM,5,5,5,5,1,NA,1,1,1,1,1,NA,NA,NA,16,2,7,NA,2,NA,5,270,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1889356
2020,Cornell Big Red,27,Connor Fletcher,"Fletcher, Connor",Connor,Fletcher,Sr,M,5,5,5,5,6,5,11,20,0.3,9,0.45,NA,NA,NA,4,6,NA,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1889354
2020,Cornell Big Red,7,Paul Rasimowicz,"Rasimowicz, Paul",Paul,Rasimowicz,Sr,FO,5,NA,5,NA,1,2,3,3,0.333,2,0.667,NA,NA,NA,19,1,1,39,83,0.47,1,30,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1889353
2020,Cornell Big Red,5,Sam Duggan,"Duggan, Sam",Sam,Duggan,Sr,M,5,NA,5,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,19,3,6,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1889351
2020,Cornell Big Red,28,Angelo Petrakis,"Petrakis, Angelo",Angelo,Petrakis,Fr,FO,5,NA,5,NA,3,NA,3,3,1,3,1,1,NA,NA,17,1,NA,46,75,0.613,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2306238
2020,Cornell Big Red,1,Michael Long,"Long, Michael",Michael,Long,Fr,ATT,5,5,5,5,11,8,19,23,0.478,19,0.826,NA,2,NA,12,7,1,NA,0,NA,3,180,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2306235
2020,Cornell Big Red,34,Danny Boccafola,"Boccafola, Danny",Danny,Boccafola,Fr,DM,5,NA,5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4,1,1,NA,0,NA,2,180,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2306217
2020,Cornell Big Red,44,JJ Lombardi,"Lombardi, JJ",JJ,Lombardi,So,M,5,NA,5,NA,8,1,9,15,0.533,13,0.867,1,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2118473
2020,Cornell Big Red,2,Aiden Blake,"Blake, Aiden",Aiden,Blake,Fr,M,4,NA,4,NA,1,NA,1,1,1,1,1,1,NA,NA,3,1,1,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2306201
2020,Cornell Big Red,8,Tim Graham,"Graham, Tim",Tim,Graham,So,FO,4,NA,4,NA,NA,NA,0,1,NA,1,1,NA,NA,NA,1,NA,NA,6,13,0.462,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2118454
2020,Cornell Big Red,32,Ian Jacobs,"Jacobs, Ian",Ian,Jacobs,So,D,3,NA,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,1,60,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2118471
2020,Cornell Big Red,26,Brian Piatelli,"Piatelli, Brian",Brian,Piatelli,Fr,ATT,3,NA,3,NA,NA,NA,0,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2306228
2020,Cornell Big Red,6,Joe Wolf,"Wolf, Joe",Joe,Wolf,Jr,M,3,NA,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976511
2020,Cornell Big Red,15,Patrick Karey,"Karey, Patrick",Patrick,Karey,Sr,D,3,NA,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5,1,NA,NA,0,NA,1,60,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1896214
2020,Cornell Big Red,38,Caelahn Bullen,"Bullen, Caelahn",Caelahn,Bullen,Sr,GK,2,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2,NA,13:53,3,12.965,2,0.4,NA,NA,NA,NA,NA,NA,1896699
2020,Cornell Big Red,45,Henry Follows,"Follows, Henry",Henry,Follows,So,ATT,2,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2118470
2020,Cornell Big Red,37,Griff Gosnell,"Gosnell, Griff",Griff,Gosnell,Sr,D,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006862
2020,Cornell Big Red,12,Mitch Rothstein,"Rothstein, Mitch",Mitch,Rothstein,So,FO,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2118455
2020,Cornell Big Red,9,Billy Chabot,"Chabot, Billy",Billy,Chabot,So,M,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2118458
2020,Cornell Big Red,88,JQ Stramanak,"Stramanak, JQ",JQ,Stramanak,So,D,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2118460
2020,Dartmouth Big Green,4,Matt Paul,"Paul, Matt",Matt,Paul,Jr,ATT,4,4,4,4,11,1,12,31,0.355,13,0.419,1,1,1,9,10,2,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975703
2020,Dartmouth Big Green,11,Kiernan Gunn,"Gunn, Kiernan",Kiernan,Gunn,Jr,M,4,NA,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975710
2020,Dartmouth Big Green,3,George Prince,"Prince, George",George,Prince,Jr,ATT,4,4,4,4,9,7,16,19,0.474,16,0.842,1,NA,NA,6,8,NA,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975702
2020,Dartmouth Big Green,33,Jack Richardson,"Richardson, Jack",Jack,Richardson,Sr,D,4,1,4,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,8,NA,5,NA,0,NA,1,60,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1868389
2020,Dartmouth Big Green,32,James Sullivan,"Sullivan, James",James,Sullivan,Sr,D,4,3,4,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,0,NA,2,120,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1868388
2020,Dartmouth Big Green,20,Liam O'Connell,"O'Connell, Liam",Liam,O'Connell,Sr,M,4,2,4,2,4,NA,4,11,0.364,7,0.636,NA,2,NA,7,NA,1,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1868385
2020,Dartmouth Big Green,17,Harlan Smart,"Smart, Harlan",Harlan,Smart,Sr,M,4,4,4,4,3,4,7,15,0.2,5,0.333,NA,NA,NA,2,9,1,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1868384
2020,Dartmouth Big Green,15,David Gallagher,"Gallagher, David",David,Gallagher,Sr,ATT,4,2,4,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1868383
2020,Dartmouth Big Green,5,Ben Martin,"Martin, Ben",Ben,Martin,Sr,ATT,4,4,4,4,8,3,11,31,0.258,20,0.645,NA,1,NA,7,9,2,NA,0,NA,3,120,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1868381
2020,Dartmouth Big Green,24,Chris Bacotti,"Bacotti, Chris",Chris,Bacotti,Sr,M,4,NA,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,8,NA,3,NA,0,NA,1,60,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1868380
2020,Dartmouth Big Green,30,Andrew Johnston,"Johnston, Andrew",Andrew,Johnston,Fr,D,4,1,4,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2310768
2020,Dartmouth Big Green,22,Mitchell Myers,"Myers, Mitchell",Mitchell,Myers,Fr,FO,4,1,4,1,1,NA,1,1,1,1,1,NA,NA,NA,24,2,2,45,87,0.517,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2310763
2020,Dartmouth Big Green,14,Tommy Rogan,"Rogan, Tommy",Tommy,Rogan,Fr,ATT,4,2,4,2,8,4,12,13,0.615,10,0.769,1,NA,NA,2,8,1,NA,0,NA,1,30,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2310759
2020,Dartmouth Big Green,13,Peter Rizzotti,"Rizzotti, Peter",Peter,Rizzotti,So,M,4,4,4,4,NA,NA,0,1,NA,1,1,NA,NA,NA,9,3,4,NA,0,NA,2,120,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116269
2020,Dartmouth Big Green,6,Foster Burnley,"Burnley, Foster",Foster,Burnley,So,D,4,NA,4,NA,NA,NA,0,1,NA,1,1,NA,NA,NA,2,NA,2,NA,0,NA,1,30,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116259
2020,Dartmouth Big Green,2,Daniel Hincks,"Hincks, Daniel",Daniel,Hincks,So,GK,4,4,4,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,9,1,1,NA,0,NA,NA,NA,4,4,234:11,32,8.199,54,0.628,NA,NA,NA,NA,NA,NA,2116245
2020,Dartmouth Big Green,44,Matt Erfle,"Erfle, Matt",Matt,Erfle,Jr,D,4,NA,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5,1,3,NA,0,NA,2,120,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975732
2020,Dartmouth Big Green,42,Kellen Paradine,"Paradine, Kellen",Kellen,Paradine,Jr,D,4,4,4,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,6,2,2,NA,0,NA,3,240,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975731
2020,Dartmouth Big Green,16,Trevor Ballantyne,"Ballantyne, Trevor",Trevor,Ballantyne,Jr,M,3,NA,3,NA,NA,3,3,1,NA,1,1,NA,NA,NA,2,1,NA,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975726
2020,Dartmouth Big Green,9,Jack Forrest,"Forrest, Jack",Jack,Forrest,Sr,M,3,NA,3,NA,NA,NA,0,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1868382
2020,Dartmouth Big Green,34,Andrew Cave,"Cave, Andrew",Andrew,Cave,So,M,3,NA,3,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116277
2020,Dartmouth Big Green,12,Cormac Zachar,"Zachar, Cormac",Cormac,Zachar,So,M,3,NA,3,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116268
2020,Dartmouth Big Green,50,Albie Austin,"Austin, Albie",Albie,Austin,Sr,D,2,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1868379
2020,Dartmouth Big Green,35,Jackson McGinley,"McGinley, Jackson",Jackson,McGinley,Fr,M,2,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2310788
2020,Dartmouth Big Green,43,TJ Bryan,"Bryan, TJ",TJ,Bryan,Fr,FO,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,3,0.667,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2310791
2020,Dartmouth Big Green,10,Westy McLaughlin,"McLaughlin, Westy",Westy,McLaughlin,Jr,ATT,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975725
2020,Dartmouth Big Green,26,Jimmy Heidt,"Heidt, Jimmy",Jimmy,Heidt,Jr,ATT,1,NA,1,NA,1,NA,1,3,0.333,1,0.333,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975729
2020,Dartmouth Big Green,25,William Stonestreet,"Stonestreet, William",William,Stonestreet,Jr,M,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975728
2020,Dartmouth Big Green,18,Parker Joyce,"Joyce, Parker",Parker,Joyce,Jr,ATT,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975727
2020,Dartmouth Big Green,40,Brett Gallagher,"Gallagher, Brett",Brett,Gallagher,Fr,M,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2310770
2020,Dartmouth Big Green,1,Henry Stites,"Stites, Henry",Henry,Stites,So,M,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116258
2020,Dartmouth Big Green,41,Michael Killion,"Killion, Michael",Michael,Killion,Jr,M,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2310790
2020,Dartmouth Big Green,48,Spencer Warezak,"Warezak, Spencer",Spencer,Warezak,So,M,1,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116282
2020,Dartmouth Big Green,37,George Christopher,"Christopher, George",George,Christopher,Sr,GK,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,5:49,1,10.315,NA,NA,NA,NA,NA,NA,NA,NA,1868390
2020,Dartmouth Big Green,23,Peter Chabot,"Chabot, Peter",Peter,Chabot,So,M,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116273
2020,Dartmouth Big Green,7,Mike Connolly,"Connolly, Mike",Mike,Connolly,Jr,M,1,NA,1,NA,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975704
2020,Dartmouth Big Green,8,Greyson Ergenbright,"Ergenbright, Greyson",Greyson,Ergenbright,So,M,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116267
2020,Delaware Blue Hens,6,Charlie Kitchen,"Kitchen, Charlie",Charlie,Kitchen,Sr,,6,6,6,6,16,11,27,72,0.222,34,0.472,NA,NA,2,9,9,NA,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1865164
2020,Delaware Blue Hens,27,Bryce Reid,"Reid, Bryce",Bryce,Reid,Sr,,6,6,6,6,6,NA,6,27,0.222,15,0.556,1,NA,NA,4,4,1,NA,0,NA,NA,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1865174
