Date,Team,Opponent,Home / Away,Result,Score,Visitor Score,Overtime,Goals,Assists,Points,Shots,Shots on Goal,Ground Balls,Turnovers,Caused Turnovers,Defensive Goals,Defensive Assists,Defensive Points,Defensive Shots,Defensive Shots on Goal,Defensive Groundball's,Defensive  Turnovers,Defensive  Caused Turnovers,Goals Allowed,Saves,Defensive Goals Allowed,Defensive Saves
2023-04-15,Jacksonville,Lindenwood,Away,W,15,5,NA,15,12,27,58,34,49,18,14,5,1,6,23,14,25,27,9,5,9,15,19
2023-04-22,Jacksonville,Air Force,Home,L,11,15,NA,11,5,16,29,22,36,23,13,15,7,22,32,27,26,20,10,15,12,11,11
2023-04-29,Jacksonville,Bellarmine,Away,L,13,12,NA,13,8,21,43,25,29,16,9,12,7,19,39,21,26,18,5,12,9,13,12
2023-05-02,Jacksonville,"Robert Morris Moon Township, Pa.",Away,W,8,9,NA,8,5,13,42,18,26,21,10,9,5,14,41,22,29,21,7,9,13,8,10
2023-02-04,Johns Hopkins,Jacksonville,Away,W,12,7,NA,12,6,18,44,25,43,20,8,7,3,10,36,22,27,19,12,7,15,12,13
2023-02-11,Johns Hopkins,Georgetown,Home,W,13,12,NA,13,8,21,40,26,28,13,4,12,4,16,47,28,35,12,5,12,16,13,13
2023-02-14,Johns Hopkins,North Carolina,Home,W,7,11,NA,7,3,10,32,21,31,17,8,11,6,17,44,26,35,18,7,11,15,7,14
2023-02-18,Johns Hopkins,Loyola Maryland,Away,L,8,13,NA,8,1,9,38,21,30,17,6,13,9,22,38,26,36,16,13,13,13,8,13
2023-02-25,Johns Hopkins,Utah,Home,L,12,8,NA,12,9,21,33,26,37,13,9,8,6,14,45,23,25,12,8,8,15,12,14
2023-03-04,Johns Hopkins,Saint Joseph's,Home,W,15,14,NA,15,12,27,31,21,30,21,11,14,4,18,43,25,26,14,11,14,11,15,6
2023-03-07,Johns Hopkins,Virginia,Home,L,13,18,NA,13,8,21,31,22,22,14,6,18,12,30,47,29,42,15,5,18,11,13,9
2023-03-11,Johns Hopkins,Syracuse,Away,W,11,9,NA,11,6,17,40,23,27,15,6,9,6,15,42,30,24,13,11,9,21,11,12
2023-03-17,Johns Hopkins,Navy,Away,W,12,9,NA,12,8,20,39,25,27,20,5,9,6,15,38,22,29,16,4,9,13,12,13
2023-03-19,Johns Hopkins,Delaware,Home,W,12,10,NA,12,8,20,48,31,49,16,9,10,6,16,26,16,23,18,9,10,6,12,19
2023-03-25,Johns Hopkins,Michigan,Away,L,15,11,NA,15,7,22,43,23,34,16,10,11,9,20,32,18,27,20,4,11,7,15,8
2023-04-01,Johns Hopkins,Rutgers,Home,W,16,12,NA,16,8,24,38,25,25,14,9,12,5,17,48,26,37,14,6,12,14,16,9
2023-04-08,Johns Hopkins,Penn St.,Away,W,11,12,2,11,5,16,42,28,28,14,5,12,7,19,32,20,44,22,4,12,8,11,17
2023-04-15,Johns Hopkins,Ohio St.,Home,L,17,8,NA,17,12,29,39,28,33,17,7,8,3,11,28,16,23,17,5,8,8,17,11
2023-04-22,Johns Hopkins,Maryland,Away,L,12,11,NA,12,6,18,36,20,37,18,11,11,6,17,33,17,33,18,12,11,6,12,8
2023-05-04,Johns Hopkins,Maryland,Home,W,9,14,NA,9,6,15,29,20,20,17,7,14,7,21,34,24,27,16,5,14,10,9,11
2023-05-14,Johns Hopkins,Bryant,Home,L,22,8,NA,22,16,38,53,35,47,12,10,8,5,13,36,22,34,19,11,8,14,22,13
2023-05-21,Johns Hopkins,"Notre Dame Annapolis, Md.",Away,L,9,12,NA,9,5,14,31,19,27,14,4,12,6,18,43,18,25,16,6,12,6,9,10
2023-02-11,LIU,Merrimack,Away,L,9,15,NA,9,6,15,34,24,43,18,4,15,9,24,36,25,34,17,4,15,10,9,15
2023-02-18,LIU,Lindenwood,Home,L,8,9,NA,8,3,11,47,22,33,28,5,9,4,13,34,21,22,22,11,9,12,8,14
2023-02-21,LIU,Hofstra,Away,L,7,13,NA,7,3,10,27,15,21,18,5,13,10,23,44,24,32,15,12,13,11,7,8
2023-02-25,LIU,Monmouth,Home,W,6,10,NA,6,3,9,30,15,15,13,7,10,8,18,35,19,32,14,2,10,9,6,9
2023-03-03,LIU,UMass Lowell,Away,W,12,8,NA,12,5,17,42,25,26,17,10,8,6,14,29,19,27,20,4,8,11,12,13
2023-03-11,LIU,VMI,Home,W,14,13,NA,14,5,19,46,27,34,10,5,13,7,20,42,24,35,13,5,13,11,14,13
2023-03-18,LIU,Mount St. Mary's,Away,W,13,16,NA,13,7,20,37,21,32,20,8,16,11,27,47,29,50,17,10,16,13,13,8
2023-03-25,LIU,Siena,Home,W,13,11,NA,13,5,18,38,21,33,20,5,11,7,18,44,21,33,20,12,11,10,13,8
2023-03-29,LIU,Wagner,Home,L,13,6,NA,13,3,16,37,22,35,17,15,6,1,7,43,28,29,18,7,6,22,13,9
2023-04-01,LIU,Sacred Heart,Away,L,9,10,NA,9,4,13,45,27,30,14,2,10,5,15,40,19,31,18,6,10,9,9,18
2023-04-08,LIU,Canisius,Home,L,13,9,NA,13,7,20,50,27,30,13,12,9,3,12,37,23,22,17,6,9,14,13,14
2023-04-12,LIU,Manhattan,Away,W,10,14,NA,10,5,15,36,22,34,19,9,14,10,24,42,22,28,12,8,14,8,10,12
2023-04-15,LIU,Marist,Home,L,10,16,NA,10,5,15,50,25,35,12,11,16,13,29,45,24,31,14,7,16,8,10,15
2023-04-22,LIU,Quinnipiac,Away,W,13,19,NA,13,6,19,45,21,22,13,5,19,12,31,61,33,34,11,9,19,14,13,8
2023-02-04,Lafayette,Penn St.,Away,W,11,21,NA,11,3,14,43,32,38,20,8,21,13,34,50,36,46,21,14,21,15,11,21
2023-02-11,Lafayette,Delaware,Home,W,5,14,NA,5,1,6,38,17,25,11,6,14,6,20,55,28,28,7,2,14,14,5,12
2023-02-18,Lafayette,Sacred Heart,Home,L,15,8,NA,15,8,23,38,23,28,10,10,8,4,12,35,17,26,18,2,8,9,15,8
2023-02-21,Lafayette,Drexel,Away,W,14,16,NA,14,7,21,37,21,22,15,7,16,9,25,44,27,41,15,10,16,11,14,7
2023-02-25,Lafayette,Binghamton,Away,W,10,4,NA,10,8,18,35,26,36,14,11,4,3,7,35,14,24,19,5,4,10,10,16
2023-03-04,Lafayette,Loyola Maryland,Away,W,11,15,NA,11,4,15,36,24,21,14,5,15,12,27,42,29,36,12,8,15,14,11,13
2023-03-10,Lafayette,Army West Point,Away,L,9,17,NA,9,3,12,38,22,28,16,5,17,5,22,43,26,31,14,9,17,9,9,13
2023-03-14,Lafayette,Hampton,Away,W,18,9,NA,18,10,28,42,31,51,18,16,9,1,10,25,18,27,24,9,9,9,18,13
2023-03-18,Lafayette,Colgate,Home,L,10,9,1,10,6,16,34,23,14,14,6,9,4,13,41,20,22,11,7,9,11,10,13
2023-03-25,Lafayette,Boston U.,Home,L,10,12,NA,10,8,18,35,17,33,22,6,12,6,18,39,22,24,17,11,12,10,10,7
2023-04-01,Lafayette,Lehigh,Away,L,9,15,NA,9,4,13,36,20,23,13,4,15,11,26,46,33,43,12,9,15,18,9,11
2023-04-08,Lafayette,Holy Cross,Home,W,17,11,NA,17,12,29,44,23,29,16,4,11,5,16,32,16,23,12,6,11,5,17,6
2023-04-15,Lafayette,Navy,Away,W,6,9,NA,6,2,8,32,12,24,11,3,9,5,14,49,21,31,9,4,9,12,6,6
2023-04-21,Lafayette,Bucknell,Home,W,14,13,1,14,12,26,39,24,32,20,3,13,9,22,45,26,30,10,9,13,13,14,10
2023-04-25,Lafayette,Virginia,Home,L,11,20,NA,11,7,18,44,25,30,14,7,20,13,33,41,27,41,17,8,20,7,11,14
2023-05-02,Lafayette,Lehigh,Away,L,8,12,NA,8,4,12,27,18,17,15,5,12,10,22,41,27,31,11,9,12,15,8,10
2023-02-11,Lehigh,Fairfield,Home,W,20,10,NA,20,15,35,50,35,40,14,11,10,5,15,34,23,28,20,5,10,13,20,15
2023-02-18,Lehigh,Hobart,Home,W,19,13,NA,19,10,29,54,36,38,16,11,13,7,20,35,25,38,18,6,13,12,19,17
2023-02-25,Lehigh,Cornell,Away,L,5,12,NA,5,1,6,27,9,27,32,8,12,8,20,48,26,39,20,19,12,14,5,4
2023-03-04,Lehigh,Navy,Away,L,13,10,NA,13,10,23,38,23,31,19,7,10,6,16,54,26,29,18,12,10,16,13,10
2023-03-07,Lehigh,Binghamton,Home,W,14,13,NA,14,4,18,35,26,48,20,11,13,7,20,37,27,30,15,10,13,14,14,12
2023-03-11,Lehigh,Holy Cross,Away,L,18,11,NA,18,10,28,47,34,41,15,7,11,3,14,29,20,29,18,5,11,9,18,16
2023-03-18,Lehigh,Army West Point,Home,L,10,12,NA,10,6,16,26,16,27,19,9,12,5,17,37,25,43,13,10,12,13,10,6
2023-03-25,Lehigh,Georgetown,Away,W,15,17,NA,15,12,27,38,26,43,25,11,17,8,25,41,26,44,18,14,17,9,15,11
2023-04-01,Lehigh,Lafayette,Home,L,15,9,NA,15,11,26,46,33,43,12,9,9,4,13,36,20,23,13,4,9,11,15,18
2023-04-08,Lehigh,Bucknell,Away,W,11,8,NA,11,9,20,39,24,45,20,9,8,5,13,37,22,25,13,13,8,14,11,13
2023-04-15,Lehigh,Colgate,Home,L,15,8,NA,15,11,26,40,25,35,22,14,8,7,15,32,23,31,19,14,8,15,15,10
2023-04-22,Lehigh,Boston U.,Away,W,11,14,NA,11,9,20,39,28,38,22,12,14,12,26,40,23,34,20,20,14,9,11,17
2023-04-28,Lehigh,Loyola Maryland,Home,L,15,9,NA,15,7,22,40,27,38,19,6,9,7,16,31,24,30,15,13,9,15,15,12
2023-05-02,Lehigh,Lafayette,Home,L,12,8,NA,12,10,22,41,27,31,11,9,8,4,12,27,18,17,15,5,8,10,12,15
2023-05-05,Lehigh,"Army West Point Boston, Mass.",Away,W,13,19,NA,13,7,20,43,27,35,16,11,19,6,25,42,23,39,19,7,19,4,13,14
2023-02-04,Lindenwood,Marquette,Away,L,2,17,NA,2,1,3,30,12,22,20,8,17,9,26,40,24,37,22,7,17,7,2,10
2023-02-18,Lindenwood,LIU,Away,L,9,8,NA,9,4,13,34,21,22,22,11,8,3,11,47,22,33,28,5,8,14,9,12
2023-03-11,Lindenwood,NJIT,Away,W,13,14,NA,13,7,20,60,31,31,12,15,14,10,24,46,26,30,23,10,14,12,13,18
2023-03-18,Lindenwood,Cleveland St.,Away,W,12,14,NA,12,6,18,43,30,59,21,12,14,7,21,39,33,46,21,11,14,19,12,18
2023-03-25,Lindenwood,Air Force,Away,L,6,15,NA,6,2,8,33,18,28,22,11,15,10,25,41,29,22,22,10,15,14,6,12
2023-03-29,Lindenwood,Queens (NC),Home,L,15,6,NA,15,7,22,57,28,43,20,10,6,5,11,40,19,25,24,5,6,13,15,13
2023-04-01,Lindenwood,Bellarmine,Home,W,7,18,NA,7,3,10,26,14,31,24,7,18,9,27,48,28,46,20,10,18,10,7,7
2023-04-08,Lindenwood,Detroit Mercy,Away,W,16,17,NA,16,8,24,46,29,32,11,3,17,9,26,38,22,20,8,7,17,5,16,13
2023-04-12,Lindenwood,Utah,Away,L,8,22,NA,8,4,12,39,24,36,24,6,22,13,35,67,44,51,16,12,22,22,8,16
2023-04-15,Lindenwood,Jacksonville,Home,W,5,15,NA,5,1,6,23,14,25,27,9,15,12,27,58,34,49,18,14,15,19,5,9
2023-04-22,Lindenwood,Robert Morris,Away,W,12,18,NA,12,5,17,29,21,26,19,10,18,12,30,56,36,58,24,13,18,18,12,9
2023-04-29,Lindenwood,Mercer,Home,W,8,12,NA,8,3,11,32,15,25,18,9,12,10,22,42,20,31,20,9,12,8,8,7
2023-02-11,Loyola Maryland,Maryland,Home,L,12,7,NA,12,6,18,26,17,27,17,11,7,4,11,42,26,38,22,8,7,19,12,5
2023-02-18,Loyola Maryland,Johns Hopkins,Home,L,13,8,NA,13,9,22,38,26,36,16,13,8,1,9,38,21,30,17,6,8,13,13,13
2023-02-25,Loyola Maryland,Rutgers,Away,L,6,10,NA,6,4,10,35,22,27,11,6,10,7,17,40,24,26,11,7,10,14,6,16
2023-03-01,Loyola Maryland,Towson,Away,L,12,11,1,12,9,21,43,22,30,17,9,11,5,16,45,26,39,18,6,11,15,12,10
2023-03-04,Loyola Maryland,Lafayette,Home,W,15,11,NA,15,12,27,42,29,36,12,8,11,4,15,36,24,21,14,5,11,13,15,14
2023-03-10,Loyola Maryland,Duke,Away,L,9,17,NA,9,3,12,36,18,17,15,7,17,11,28,46,32,32,12,4,17,15,9,9
2023-03-18,Loyola Maryland,Bucknell,Away,L,14,13,NA,14,11,25,40,26,40,18,9,13,5,18,43,27,34,20,12,13,14,14,12
2023-03-25,Loyola Maryland,Army West Point,Away,L,5,10,NA,5,3,8,32,16,27,19,12,10,8,18,39,22,38,21,11,10,12,5,11
2023-04-01,Loyola Maryland,Holy Cross,Home,L,15,8,NA,15,8,23,52,32,41,10,9,8,5,13,28,16,20,19,6,8,8,15,17
2023-04-07,Loyola Maryland,Navy,Home,L,10,11,NA,10,4,14,54,33,42,16,11,11,10,21,45,21,31,17,9,11,10,10,23
2023-04-15,Loyola Maryland,Boston U.,Away,L,9,16,NA,9,7,16,32,17,33,20,9,16,10,26,43,28,40,15,10,16,12,9,8
2023-04-18,Loyola Maryland,Georgetown,Home,W,7,23,NA,7,3,10,33,17,24,17,8,23,12,35,46,33,42,14,8,23,10,7,10
2023-04-22,Loyola Maryland,Colgate,Home,W,17,11,NA,17,9,26,43,25,37,10,13,11,7,18,33,20,29,19,6,11,9,17,8
2023-04-28,Loyola Maryland,Lehigh,Away,L,9,15,NA,9,7,16,31,24,30,15,13,15,7,22,40,27,38,19,6,15,12,9,15
2023-05-02,Loyola Maryland,Navy,Away,W,12,7,NA,12,6,18,37,23,30,12,6,7,6,13,43,25,34,17,5,7,18,12,11
2023-05-05,Loyola Maryland,Boston U.,Away,L,12,11,NA,12,10,22,37,24,27,19,8,11,6,17,47,31,29,11,13,11,20,12,12
2023-05-07,Loyola Maryland,"Army West Point Boston, Mass.",Away,L,8,10,NA,8,5,13,43,22,32,8,15,10,7,17,37,21,39,20,6,10,11,8,14
2023-02-11,Manhattan,"St. John's (NY) West Islip, N.Y.",Away,L,9,5,NA,9,3,12,35,19,24,20,13,5,2,7,37,19,15,16,12,5,14,9,10
2023-02-18,Manhattan,Navy,Away,L,6,5,NA,6,4,10,31,16,22,16,1,5,1,6,47,27,35,8,5,5,22,6,10
2023-02-21,Manhattan,Princeton,Away,L,9,14,NA,9,7,16,36,22,33,16,5,14,8,22,46,31,35,13,7,14,17,9,13
2023-02-25,Manhattan,NJIT,Home,L,11,8,NA,11,8,19,39,27,33,16,7,8,2,10,33,17,24,17,4,8,9,11,16
2023-03-04,Manhattan,Bryant,Away,W,12,15,NA,12,5,17,37,16,31,16,4,15,9,24,46,26,28,8,7,15,11,12,4
2023-03-11,Manhattan,Mount St. Mary's,Away,L,9,3,NA,9,4,13,22,14,27,23,10,3,1,4,36,15,34,17,15,3,12,9,5
2023-03-18,Manhattan,Sacred Heart,Home,W,9,7,NA,9,4,13,43,18,23,12,11,7,3,10,25,13,21,15,3,7,6,9,9
2023-03-25,Manhattan,Canisius,Home,L,14,9,NA,14,8,22,40,27,28,13,7,9,5,14,30,16,14,10,4,9,7,14,13
2023-03-29,Manhattan,Quinnipiac,Away,W,12,5,NA,12,7,19,37,27,23,10,4,5,2,7,30,13,24,17,2,5,8,12,15
2023-04-01,Manhattan,Marist,Home,W,9,10,NA,9,7,16,39,17,31,20,9,10,6,16,27,15,18,12,8,10,5,9,8
2023-04-08,Manhattan,VMI,Away,L,8,6,NA,8,4,12,42,25,29,8,8,6,3,9,28,15,22,19,3,6,9,8,17
2023-04-12,Manhattan,LIU,Home,W,14,10,NA,14,10,24,42,22,28,12,8,10,5,15,36,22,34,19,9,10,12,14,8
2023-04-15,Manhattan,Siena,Home,W,6,10,NA,6,4,10,37,14,20,20,4,10,7,17,36,22,31,14,13,10,12,6,8
2023-04-22,Manhattan,Wagner,Away,L,6,2,NA,6,2,8,44,22,14,13,5,2,1,3,24,10,11,14,4,2,8,6,16
2023-05-04,Manhattan,Siena,Home,W,8,11,NA,8,7,15,38,20,32,19,5,11,6,17,33,20,34,12,13,11,9,8,12
2023-02-04,Marist,Rutgers,Away,L,8,20,NA,8,4,12,31,20,26,14,4,20,11,31,66,33,44,13,9,20,13,8,12
2023-02-11,Marist,Binghamton,Home,L,11,18,NA,11,5,16,42,25,32,15,12,18,10,28,48,28,45,18,11,18,10,11,14
2023-02-18,Marist,Jacksonville,Away,L,5,13,NA,5,2,7,34,23,35,22,5,13,8,21,37,26,31,13,18,13,13,5,18
2023-02-26,Marist,Bellarmine,Home,L,10,13,NA,10,6,16,43,20,36,12,6,13,9,22,47,27,37,13,8,13,14,10,10
2023-03-04,Marist,Bucknell,Away,L,14,11,NA,14,7,21,39,24,34,24,12,11,5,16,44,20,27,21,14,11,9,14,10
2023-03-11,Marist,Wagner,Home,L,16,7,NA,16,9,25,42,27,34,17,9,7,1,8,39,18,26,16,4,7,11,16,11
2023-03-18,Marist,Canisius,Away,W,16,18,NA,16,6,22,45,31,37,9,3,18,6,24,51,29,44,13,4,18,11,16,15
2023-03-25,Marist,Quinnipiac,Away,W,12,14,NA,12,7,19,45,25,26,16,8,14,9,23,37,24,28,18,6,14,10,12,13
2023-03-29,Marist,Sacred Heart,Home,L,13,9,NA,13,8,21,41,25,40,14,10,9,6,15,35,19,26,22,5,9,10,13,12
2023-04-01,Marist,Manhattan,Away,W,10,9,NA,10,6,16,27,15,18,12,8,9,7,16,39,17,31,20,9,9,8,10,5
2023-04-08,Marist,Mount St. Mary's,Home,W,9,12,NA,9,6,15,53,23,30,15,11,12,6,18,35,19,32,18,7,12,7,9,14
2023-04-12,Marist,Siena,Away,L,14,11,NA,14,5,19,46,27,39,16,9,11,8,19,51,26,40,17,10,11,15,14,13
2023-04-15,Marist,LIU,Away,L,16,10,NA,16,13,29,45,24,31,14,7,10,5,15,50,25,35,12,11,10,15,16,8
2023-04-22,Marist,VMI,Home,L,18,7,NA,18,8,26,45,33,37,17,6,7,3,10,47,24,41,17,9,7,17,18,15
2023-04-29,Marist,Quinnipiac,Home,W,29,19,NA,29,17,46,56,40,54,12,14,19,12,31,38,25,35,17,6,19,6,29,11
2023-05-04,Marist,"Mount St. Mary's Riverdale, N.Y.",Away,W,19,7,NA,19,12,31,40,27,30,12,8,7,4,11,53,26,39,13,9,7,19,19,8
2023-05-06,Marist,"Siena Riverdale, N.Y.",Away,W,12,7,NA,12,6,18,43,22,28,13,5,7,3,10,45,19,31,11,9,7,12,12,10
2023-05-10,Marist,Delaware,Away,W,10,25,NA,10,5,15,25,19,27,16,3,25,13,38,64,37,40,6,9,25,12,10,9
2023-02-04,Marquette,Lindenwood,Home,L,17,2,NA,17,9,26,40,24,37,22,7,2,1,3,30,12,22,20,8,2,10,17,7
2023-02-11,Marquette,Utah,Away,W,16,18,NA,16,6,22,33,26,27,17,8,18,12,30,50,28,35,17,7,18,10,16,10
2023-02-15,Marquette,Notre Dame,Away,W,10,21,NA,10,8,18,31,20,23,18,6,21,14,35,53,31,37,14,10,21,10,10,10
2023-02-25,Marquette,"Michigan Naples, Fla.",Away,W,14,9,NA,14,5,19,37,27,30,15,10,9,6,15,33,18,28,19,9,9,9,14,13
2023-03-01,Marquette,Detroit Mercy,Away,W,10,5,NA,10,5,15,48,26,26,14,9,5,2,7,46,23,28,17,8,5,18,10,16
2023-03-11,Marquette,Bellarmine,Home,L,10,11,NA,10,3,13,34,17,25,17,7,11,9,20,34,20,25,17,7,11,9,10,7
2023-03-18,Marquette,"Penn St. Levittown,N.Y",Away,L,12,11,NA,12,6,18,34,23,34,20,8,11,7,18,38,20,28,17,7,11,9,12,11
2023-03-25,Marquette,St. Bonaventure,Home,W,9,5,NA,9,4,13,48,22,33,16,4,5,1,6,29,15,20,13,6,5,10,9,13
2023-04-01,Marquette,Providence,Away,W,14,16,NA,14,7,21,53,33,35,7,5,16,9,25,38,25,26,15,4,16,9,14,19
2023-04-08,Marquette,St. John's (NY),Home,W,20,10,NA,20,8,28,51,36,43,20,9,10,5,15,39,19,26,21,5,10,9,20,16
2023-04-11,Marquette,Cornell,Away,W,11,21,NA,11,6,17,41,24,33,16,6,21,12,33,50,31,39,11,11,21,10,11,13
2023-04-15,Marquette,Georgetown,Home,L,14,15,1,14,7,21,41,21,30,16,2,15,11,26,43,30,27,10,5,15,15,14,7
2023-04-22,Marquette,Villanova,Away,W,15,16,1,15,6,21,25,21,23,15,5,16,6,22,51,27,38,12,9,16,11,15,6
2023-04-28,Marquette,Denver,Home,L,14,15,1,14,8,22,31,21,20,13,6,15,6,21,44,30,28,12,8,15,15,14,7
2023-02-04,Maryland,Richmond,Home,L,15,4,NA,15,11,26,34,24,35,16,12,4,1,5,42,19,30,16,7,4,15,15,9
2023-02-11,Maryland,Loyola Maryland,Away,L,7,12,NA,7,4,11,42,26,38,22,8,12,6,18,26,17,27,17,11,12,5,7,19
2023-02-18,Maryland,Syracuse,Home,W,15,12,NA,15,10,25,50,33,46,18,9,12,4,16,29,21,25,15,8,12,9,15,18
2023-02-25,Maryland,Princeton,Away,W,11,5,NA,11,9,20,45,27,32,16,12,5,4,9,38,19,23,16,8,5,14,11,16
2023-03-04,Maryland,Notre Dame,Home,L,12,13,3,12,9,21,55,26,46,20,9,13,4,17,39,25,31,14,11,13,12,12,14
2023-03-11,Maryland,UAlbany,Away,W,16,9,NA,16,11,27,45,26,42,13,6,9,2,11,41,22,41,12,7,9,13,16,10
2023-03-18,Maryland,Virginia,Away,L,14,13,1,14,6,20,48,29,37,13,8,13,9,22,47,28,39,16,8,13,15,14,15
2023-03-25,Maryland,Penn St.,Home,W,13,10,NA,13,8,21,51,26,38,15,8,10,5,15,32,19,18,11,6,10,9,13,13
2023-04-01,Maryland,Michigan,Home,L,11,16,NA,11,3,14,41,21,26,9,7,16,10,26,43,29,26,12,4,16,13,11,10
2023-04-07,Maryland,Ohio St.,Away,L,12,11,1,12,5,17,38,20,32,14,4,11,5,16,33,20,30,10,5,11,9,12,8
2023-04-16,Maryland,Rutgers,Away,W,11,8,NA,11,8,19,30,23,27,20,5,8,7,15,36,20,25,14,10,8,12,11,12
2023-04-22,Maryland,Johns Hopkins,Home,L,11,12,NA,11,6,17,33,17,33,18,12,12,6,18,36,20,37,18,11,12,8,11,6
2023-04-29,Maryland,Rutgers,Home,W,14,11,NA,14,13,27,36,27,36,19,6,11,6,17,32,21,21,9,7,11,10,14,13
2023-05-04,Maryland,Johns Hopkins,Away,W,14,9,NA,14,7,21,34,24,27,16,5,9,6,15,29,20,20,17,7,9,11,14,10
2023-05-06,Maryland,"Michigan Baltimore, MD",Away,L,5,14,NA,5,1,6,40,19,23,13,6,14,9,23,33,22,27,17,4,14,8,5,14
2023-05-13,Maryland,Army West Point,Home,L,15,16,NA,15,8,23,47,31,32,7,7,16,8,24,32,21,36,17,2,16,5,15,16
2023-02-11,Massachusetts,Army West Point,Home,L,10,8,NA,10,4,14,30,19,24,19,9,8,4,12,46,27,27,19,11,8,19,10,9
2023-02-17,Massachusetts,UMass Lowell,Away,W,11,3,NA,11,5,16,40,29,25,13,11,3,1,4,17,12,20,21,6,3,9,11,18
2023-02-25,Massachusetts,Boston U.,Home,W,6,12,NA,6,6,12,26,13,24,19,11,12,10,22,48,24,37,17,11,12,12,6,7
2023-03-03,Massachusetts,Yale,Home,W,9,18,NA,9,7,16,44,32,38,15,8,18,8,26,55,34,38,11,7,18,16,9,23
2023-03-07,Massachusetts,UAlbany,Away,L,9,6,NA,9,4,13,34,19,32,18,5,6,3,9,38,21,31,16,12,6,15,9,10
2023-03-11,Massachusetts,Vermont,Away,W,12,4,NA,12,6,18,34,20,17,16,6,4,2,6,40,20,18,12,7,4,16,12,8
2023-03-18,Massachusetts,Rutgers,Home,W,5,11,NA,5,1,6,32,17,22,16,7,11,5,16,53,31,36,12,7,11,20,5,12
2023-03-25,Massachusetts,Brown,Home,L,10,9,NA,10,6,16,41,26,32,21,12,9,6,15,32,18,28,23,13,9,9,10,16
2023-04-01,Massachusetts,High Point,Home,W,12,10,NA,12,7,19,36,22,36,19,12,10,5,15,51,24,32,15,8,10,14,12,10
2023-04-08,Massachusetts,Richmond,Away,W,12,13,NA,12,7,19,29,21,32,18,8,13,7,20,48,23,33,15,13,13,10,12,9
2023-04-15,Massachusetts,St. Bonaventure,Home,L,14,3,NA,14,9,23,66,36,34,9,8,3,1,4,20,13,22,16,5,3,10,14,22
2023-04-22,Massachusetts,Saint Joseph's,Away,W,10,11,NA,10,6,16,46,21,35,15,10,11,3,14,39,22,24,17,5,11,11,10,11
2023-04-28,Massachusetts,Hobart,Home,L,13,9,NA,13,6,19,42,23,40,15,4,9,5,14,41,25,26,8,6,9,16,13,10
2023-05-04,Massachusetts,Richmond,Away,L,8,15,NA,8,3,11,30,19,26,19,2,15,6,21,45,31,27,12,10,15,16,8,11
2023-02-04,Mercer,Bucknell,Away,L,6,20,NA,6,5,11,24,15,35,30,12,20,14,34,46,30,36,22,19,20,10,6,9
2023-02-10,Mercer,North Carolina,Away,L,3,25,NA,3,1,4,38,14,38,28,1,25,15,40,50,38,42,15,12,25,13,3,11
2023-02-18,Mercer,Holy Cross,Home,L,15,6,NA,15,11,26,49,33,28,13,14,6,2,8,26,14,21,25,8,6,8,15,18
2023-02-25,Mercer,Army West Point,Home,W,5,16,NA,5,3,8,24,13,25,15,6,16,12,28,47,31,33,11,5,16,15,5,8
2023-03-04,Mercer,Air Force,Home,W,8,14,NA,8,4,12,50,18,27,13,6,14,7,21,44,23,25,14,7,14,9,8,10
2023-03-07,Mercer,Richmond,Away,L,6,11,NA,6,4,10,28,16,26,20,8,11,6,17,32,23,26,16,10,11,12,6,10
2023-03-11,Mercer,UMBC,Away,L,8,13,NA,8,5,13,31,18,32,23,5,13,7,20,39,24,17,13,11,13,11,8,10
2023-03-18,Mercer,Detroit Mercy,Home,W,16,12,NA,16,6,22,55,33,41,12,3,12,7,19,37,20,22,7,7,12,8,16,17
2023-03-25,Mercer,Jacksonville,Away,W,15,18,NA,15,9,24,39,26,29,21,5,18,10,28,53,32,34,13,17,18,14,15,11
2023-03-29,Mercer,Bellarmine,Away,L,15,12,NA,15,10,25,44,27,31,12,5,12,9,21,42,26,21,9,6,12,14,15,12
2023-04-01,Mercer,Robert Morris,Home,W,9,8,NA,9,5,14,48,29,23,7,10,8,5,13,33,20,21,15,2,8,12,9,20
2023-04-08,Mercer,Cleveland St.,Home,W,8,11,NA,8,7,15,30,20,33,15,9,11,7,18,34,18,23,17,4,11,7,8,12
2023-04-15,Mercer,Utah,Away,W,12,22,NA,12,4,16,39,25,34,20,6,22,14,36,56,32,35,13,13,22,10,12,13
2023-04-22,Mercer,Queens (NC),Home,L,18,5,NA,18,11,29,51,35,23,16,11,5,2,7,31,14,21,22,7,5,9,18,17
2023-04-29,Mercer,Lindenwood,Away,W,12,8,NA,12,10,22,42,20,31,20,9,8,3,11,32,15,25,18,9,8,7,12,8
2023-05-02,Mercer,"Bellarmine Moon Township, PA",Away,W,13,14,NA,13,7,20,40,25,30,14,10,14,7,21,40,21,31,13,8,14,7,13,12
2023-02-05,Merrimack,Hofstra,Home,L,10,7,NA,10,8,18,30,21,23,16,6,7,4,11,44,16,41,26,9,7,9,10,11
2023-02-08,Merrimack,Holy Cross,Home,L,14,9,NA,14,5,19,40,25,45,22,6,9,5,14,36,20,34,17,6,9,11,14,11
2023-02-11,Merrimack,LIU,Home,L,15,9,NA,15,9,24,36,25,34,17,4,9,6,15,34,24,43,18,4,9,15,15,10
